0, 1, 0.64
-0.59, 0.81, 0.78
-0.95, 0.31, 0.92
-0.95, -0.31, 1.06
-0.59, -0.81, 1.2
0, -1, 1.34
0.59, -0.81, 1.48
0.95, -0.31, 1.62
0.95, 0.31, 1.76
0.59, 0.81, 1.9
