0, 1, 0.65
-0.64, 0.77, 0.8
-0.98, 0.17, 0.95
-0.87, -0.5, 1.1
-0.34, -0.94, 1.25
0.34, -0.94, 1.4
0.87, -0.5, 1.55
0.98, 0.17, 1.7
0.64, 0.77, 1.85
